content,score,label,text_clean,text_stopword,text_tokenize,text_stemmed
"tidak di ragukan lagi genshinn adalah game yang cukup mewah untuk di mainkan, namun ada beberapa hal yang perlu di perhatikan, misalnya optimalisasi untuk device android untuk secara keseluruhan atau mungkin di device tertentu, banyak sekali keluhan dari para user android yang mengalami tampilan yang blur dan resolusinya hanya 720p saja, dan saya pikir ini memang benar, dengan device saya sendiri xiaomi 13t dengan high graphic setting masih saja pixelated dan sangat berbeda dengan iphone",5,positif,tidak di ragukan lagi genshinn adalah game yang cukup mewah untuk di mainkan  namun ada beberapa hal yang perlu di perhatikan  misalnya optimalisasi untuk device android untuk secara keseluruhan atau mungkin di device tertentu  banyak sekali keluhan dari para user android yang mengalami tampilan yang blur dan resolusinya hanya    p saja  dan saya pikir ini memang benar  dengan device saya sendiri xiaomi   t dengan high graphic setting masih saja pixelated dan sangat berbeda dengan iphone,ragukan genshinn game mewah mainkan perhatikan optimalisasi device android device keluhan user android mengalami tampilan blur resolusinya p pikir device xiaomi t high graphic setting pixelated berbeda iphone,"['ragukan', 'genshinn', 'game', 'mewah', 'mainkan', 'perhatikan', 'optimalisasi', 'device', 'android', 'device', 'keluhan', 'user', 'android', 'mengalami', 'tampilan', 'blur', 'resolusinya', 'p', 'pikir', 'device', 'xiaomi', 't', 'high', 'graphic', 'setting', 'pixelated', 'berbeda', 'iphone']",ragu genshinn game mewah main perhati optimalisasi device android device keluh user android alami tampil blur resolusi p pikir device xiaomi t high graphic setting pixelated beda iphone
Game nya sangat bagus tidak membosankan apa lagi cari artefak sangat seruu cuma satu ajah kenapa di android tidak ada controller mohon kasih pitur controller di android,5,positif,game nya sangat bagus tidak membosankan apa lagi cari artefak sangat seruu cuma satu ajah kenapa di android tidak ada controller mohon kasih pitur controller di android,game nya bagus membosankan cari artefak seruu ajah android controller mohon kasih pitur controller android,"['game', 'nya', 'bagus', 'membosankan', 'cari', 'artefak', 'seruu', 'ajah', 'android', 'controller', 'mohon', 'kasih', 'pitur', 'controller', 'android']",game nya bagus bosan cari artefak seruu ajah android controller mohon kasih pitur controller android
"Tolong di perbaiki bug setelah update, ketika quest tiba2 ngehang / ngefreeze, jadi ga bisa lanjut quest yg lain stack, padahal game bagus ini",1,negatif,tolong di perbaiki bug setelah update  ketika quest tiba  ngehang   ngefreeze  jadi ga bisa lanjut quest yg lain stack  padahal game bagus ini,tolong perbaiki bug update quest ngehang ngefreeze ga quest yg stack game bagus,"['tolong', 'perbaiki', 'bug', 'update', 'quest', 'ngehang', 'ngefreeze', 'ga', 'quest', 'yg', 'stack', 'game', 'bagus']",tolong baik bug update quest ngehang ngefreeze ga quest yg stack game bagus
Game bagus... Mudah dipahami. Pulaunya besar banget. Ngak ada iklan.,5,positif,game bagus    mudah dipahami  pulaunya besar banget  ngak ada iklan ,game bagus mudah dipahami pulaunya banget ngak iklan,"['game', 'bagus', 'mudah', 'dipahami', 'pulaunya', 'banget', 'ngak', 'iklan']",game bagus mudah paham pulau banget ngak iklan
Minimal kasih misi yg mudah dipahami sama player baruu lah,1,negatif,minimal kasih misi yg mudah dipahami sama player baruu lah,minimal kasih misi yg mudah dipahami player baruu,"['minimal', 'kasih', 'misi', 'yg', 'mudah', 'dipahami', 'player', 'baruu']",minimal kasih misi yg mudah paham player baruu
"Kenapa suka ngefreeze gamenya pas misi yang pas make diluc padah pas awal"" enak aja ga pernah ngefreeze tolong segera diperbaiki",1,negatif,kenapa suka ngefreeze gamenya pas misi yang pas make diluc padah pas awal  enak aja ga pernah ngefreeze tolong segera diperbaiki,suka ngefreeze gamenya pas misi pas make diluc padah pas enak aja ga ngefreeze tolong diperbaiki,"['suka', 'ngefreeze', 'gamenya', 'pas', 'misi', 'pas', 'make', 'diluc', 'padah', 'pas', 'enak', 'aja', 'ga', 'ngefreeze', 'tolong', 'diperbaiki']",suka ngefreeze gamenya pas misi pas make diluc padah pas enak aja ga ngefreeze tolong baik
"Tunggu gw dapat Hp spek dewa gw yakin ni game paling bagus di play store awoakwoak edit: akhirnya gw uda beli hp baru dengn chipset lumayan,, jadi ni game tetap game terbaik yg pernah gw mainin tapi agak berat dan bikin panas hp😁",4,positif,tunggu gw dapat hp spek dewa gw yakin ni game paling bagus di play store awoakwoak edit  akhirnya gw uda beli hp baru dengn chipset lumayan   jadi ni game tetap game terbaik yg pernah gw mainin tapi agak berat dan bikin panas hp ,tunggu gw hp spek dewa gw ni game bagus play store awoakwoak edit gw uda beli hp dengn chipset lumayan ni game game terbaik yg gw mainin berat bikin panas hp,"['tunggu', 'gw', 'hp', 'spek', 'dewa', 'gw', 'ni', 'game', 'bagus', 'play', 'store', 'awoakwoak', 'edit', 'gw', 'uda', 'beli', 'hp', 'dengn', 'chipset', 'lumayan', 'ni', 'game', 'game', 'terbaik', 'yg', 'gw', 'mainin', 'berat', 'bikin', 'panas', 'hp']",tunggu gw hp spek dewa gw ni game bagus play store awoakwoak edit gw uda beli hp dengn chipset lumayan ni game game baik yg gw mainin berat bikin panas hp
"Game ""Bersyukur Impact"" Ini sudah sangat bagus dari segi grafik serta tampilan character yang tidak kaku.Tetapi teman saya menemukan bug dimana Setiap dia gacha Langsung mendapatkan B5 Limited tanpa adanya qiqi dan dilan. Saya meminta bug ini cepat di perbaiki🙏",5,positif,game  bersyukur impact  ini sudah sangat bagus dari segi grafik serta tampilan character yang tidak kaku tetapi teman saya menemukan bug dimana setiap dia gacha langsung mendapatkan b  limited tanpa adanya qiqi dan dilan  saya meminta bug ini cepat di perbaiki ,game bersyukur impact bagus segi grafik tampilan character kaku teman menemukan bug dimana gacha langsung b limited qiqi dilan bug cepat perbaiki,"['game', 'bersyukur', 'impact', 'bagus', 'segi', 'grafik', 'tampilan', 'character', 'kaku', 'teman', 'menemukan', 'bug', 'dimana', 'gacha', 'langsung', 'b', 'limited', 'qiqi', 'dilan', 'bug', 'cepat', 'perbaiki']",game syukur impact bagus segi grafik tampil character kaku teman temu bug mana gacha langsung b limited qiqi dil bug cepat baik
"I love this game so much, tidak menyangka jika game ini tidak terlalu rumit (jika rumit ya rumit), terimakasih banyak untuk yang membuat game ini!",5,positif,i love this game so much  tidak menyangka jika game ini tidak terlalu rumit  jika rumit ya rumit   terimakasih banyak untuk yang membuat game ini ,i love this game so much menyangka game rumit rumit ya rumit terimakasih game,"['i', 'love', 'this', 'game', 'so', 'much', 'menyangka', 'game', 'rumit', 'rumit', 'ya', 'rumit', 'terimakasih', 'game']",i love this game so much sangka game rumit rumit ya rumit terimakasih game
"Nice, buat yg bilang memory penuh size terlalu besar apa kek, sadar aja mana mungkin game se hd ini cuman 1gb? Kecuali game sebelah",5,positif,nice  buat yg bilang memory penuh size terlalu besar apa kek  sadar aja mana mungkin game se hd ini cuman  gb  kecuali game sebelah,nice yg bilang memory penuh size kek sadar aja game hd cuman gb kecuali game sebelah,"['nice', 'yg', 'bilang', 'memory', 'penuh', 'size', 'kek', 'sadar', 'aja', 'game', 'hd', 'cuman', 'gb', 'kecuali', 'game', 'sebelah']",nice yg bilang memory penuh size kek sadar aja game hd cuman gb kecuali game belah
Setelah saya update .. malah banyak ngeprame dlm game.. entah karna penyimpanan saya atau apa.. yg jelas penyimpanan saya masih banyak..,4,positif,setelah saya update    malah banyak ngeprame dlm game   entah karna penyimpanan saya atau apa   yg jelas penyimpanan saya masih banyak  ,update ngeprame dlm game karna penyimpanan yg penyimpanan,"['update', 'ngeprame', 'dlm', 'game', 'karna', 'penyimpanan', 'yg', 'penyimpanan']",update ngeprame dlm game karna simpan yg simpan
Makin kesini reward makin dikit g kayak game sebelah rewardny bejibun kedepanny klo ad event kasi lah reward sepantasnya,3,negatif,makin kesini reward makin dikit g kayak game sebelah rewardny bejibun kedepanny klo ad event kasi lah reward sepantasnya,kesini reward dikit g kayak game sebelah rewardny bejibun kedepanny klo ad event kasi reward,"['kesini', 'reward', 'dikit', 'g', 'kayak', 'game', 'sebelah', 'rewardny', 'bejibun', 'kedepanny', 'klo', 'ad', 'event', 'kasi', 'reward']",kesini reward dikit g kayak game belah rewardny bejibun kedepanny klo ad event kasi reward
Game ny benar-benar bagus dari segi grafik dan juga alur cerita ny,5,positif,game ny benar benar bagus dari segi grafik dan juga alur cerita ny,game ny bagus segi grafik alur cerita ny,"['game', 'ny', 'bagus', 'segi', 'grafik', 'alur', 'cerita', 'ny']",game ny bagus segi grafik alur cerita ny
Tolong lah artefak nya yang bener sedikit:( masa udh 27 kali saya ngedomain pake condensed resin bener2 ga dapet yg bagus? Fragile resin gw ampe abis asww asw.,4,positif,tolong lah artefak nya yang bener sedikit   masa udh    kali saya ngedomain pake condensed resin bener  ga dapet yg bagus  fragile resin gw ampe abis asww asw ,tolong artefak nya bener udh kali ngedomain pake condensed resin bener ga dapet yg bagus fragile resin gw ampe abis asww asw,"['tolong', 'artefak', 'nya', 'bener', 'udh', 'kali', 'ngedomain', 'pake', 'condensed', 'resin', 'bener', 'ga', 'dapet', 'yg', 'bagus', 'fragile', 'resin', 'gw', 'ampe', 'abis', 'asww', 'asw']",tolong artefak nya bener udh kali ngedomain pake condensed resin bener ga dapet yg bagus fragile resin gw ampe abis asww asw
"Tolong sistem hoyo, aku build neu udh bagus tapi damage nya 3 k/ hit Itu damage atau gaji guru",5,positif,tolong sistem hoyo  aku build neu udh bagus tapi damage nya   k  hit itu damage atau gaji guru,tolong sistem hoyo build neu udh bagus damage nya k hit damage gaji guru,"['tolong', 'sistem', 'hoyo', 'build', 'neu', 'udh', 'bagus', 'damage', 'nya', 'k', 'hit', 'damage', 'gaji', 'guru']",tolong sistem hoyo build neu udh bagus damage nya k hit damage gaji guru
"DEAR HOYOVERSE ~ Kelemahan game ini adalah server dan juga keamanan sistem nya mudah di retas. Tolong di perbaiki lagi server game nya agar PING jaringan in game stabil !! Karna nge bug ada juga bug akun tidak bisa unbind email pihak ke 3 , tolong di perbaiki game ini aslinya udah bagus , tpi sayang nya banyak yg kurang puas sama game ini karna semakin update bukan di perbaiki bug dan server malah makin parah.",1,negatif,dear hoyoverse   kelemahan game ini adalah server dan juga keamanan sistem nya mudah di retas  tolong di perbaiki lagi server game nya agar ping jaringan in game stabil    karna nge bug ada juga bug akun tidak bisa unbind email pihak ke     tolong di perbaiki game ini aslinya udah bagus   tpi sayang nya banyak yg kurang puas sama game ini karna semakin update bukan di perbaiki bug dan server malah makin parah ,dear hoyoverse kelemahan game server keamanan sistem nya mudah retas tolong perbaiki server game nya ping jaringan in game stabil karna nge bug bug akun unbind email tolong perbaiki game aslinya udah bagus tpi sayang nya yg puas game karna update perbaiki bug server parah,"['dear', 'hoyoverse', 'kelemahan', 'game', 'server', 'keamanan', 'sistem', 'nya', 'mudah', 'retas', 'tolong', 'perbaiki', 'server', 'game', 'nya', 'ping', 'jaringan', 'in', 'game', 'stabil', 'karna', 'nge', 'bug', 'bug', 'akun', 'unbind', 'email', 'tolong', 'perbaiki', 'game', 'aslinya', 'udah', 'bagus', 'tpi', 'sayang', 'nya', 'yg', 'puas', 'game', 'karna', 'update', 'perbaiki', 'bug', 'server', 'parah']",dear hoyoverse lemah game server aman sistem nya mudah retas tolong baik server game nya ping jaring in game stabil karna nge bug bug akun unbind email tolong baik game asli udah bagus tpi sayang nya yg puas game karna update baik bug server parah
"Tidak bisa login Dan anehnya data selalu penuh, padahal hp baru di belum ada apa²nya.....",1,negatif,tidak bisa login dan anehnya data selalu penuh  padahal hp baru di belum ada apa nya     ,login anehnya data penuh hp nya,"['login', 'anehnya', 'data', 'penuh', 'hp', 'nya']",login aneh data penuh hp nya
"Secara keseluruhan ini game pling seru yg sya prnah mainin skrg......but saya rasa ini game mihoyo yang bantuan nya dikit banget,beda dengan game game mihoyo lainnya.seperti HSR and Honkai impact....bantuannya yang dikitnya berupa kurangnya pendapatan primo bagi player...apalagi jika player tersebut F2P....selainn itu juga jumlah resinnya yang terlalu sedikit atau waktu penambahan resinnya yang lumayan lama...itu aja and secara keseluruhan ini ada lah game terbaik.semoga pihak mihoyo membaca.",5,positif,secara keseluruhan ini game pling seru yg sya prnah mainin skrg      but saya rasa ini game mihoyo yang bantuan nya dikit banget beda dengan game game mihoyo lainnya seperti hsr and honkai impact    bantuannya yang dikitnya berupa kurangnya pendapatan primo bagi player   apalagi jika player tersebut f p    selainn itu juga jumlah resinnya yang terlalu sedikit atau waktu penambahan resinnya yang lumayan lama   itu aja and secara keseluruhan ini ada lah game terbaik semoga pihak mihoyo membaca ,game pling seru yg sya prnah mainin skrg but game mihoyo bantuan nya dikit banget beda game game mihoyo hsr and honkai impact bantuannya dikitnya kurangnya pendapatan primo player player f p selainn resinnya penambahan resinnya lumayan aja and game terbaik semoga mihoyo membaca,"['game', 'pling', 'seru', 'yg', 'sya', 'prnah', 'mainin', 'skrg', 'but', 'game', 'mihoyo', 'bantuan', 'nya', 'dikit', 'banget', 'beda', 'game', 'game', 'mihoyo', 'hsr', 'and', 'honkai', 'impact', 'bantuannya', 'dikitnya', 'kurangnya', 'pendapatan', 'primo', 'player', 'player', 'f', 'p', 'selainn', 'resinnya', 'penambahan', 'resinnya', 'lumayan', 'aja', 'and', 'game', 'terbaik', 'semoga', 'mihoyo', 'membaca']",game pling seru yg sya prnah mainin skrg but game mihoyo bantu nya dikit banget beda game game mihoyo hsr and honkai impact bantu dikit kurang dapat primo player player f p selainn resin tambah resin lumayan aja and game baik moga mihoyo baca
"Geme nya seru,characters nya juga lumayan bagus,grafik nya bagus banget,tapi masalah nya memerlukan penyimpanan yang banyak jadi harus di hapus dlu geme lain biar bisa masuk ke geme nya.....",4,positif,geme nya seru characters nya juga lumayan bagus grafik nya bagus banget tapi masalah nya memerlukan penyimpanan yang banyak jadi harus di hapus dlu geme lain biar bisa masuk ke geme nya     ,geme nya seru characters nya lumayan bagus grafik nya bagus banget nya penyimpanan hapus dlu geme biar masuk geme nya,"['geme', 'nya', 'seru', 'characters', 'nya', 'lumayan', 'bagus', 'grafik', 'nya', 'bagus', 'banget', 'nya', 'penyimpanan', 'hapus', 'dlu', 'geme', 'biar', 'masuk', 'geme', 'nya']",geme nya seru characters nya lumayan bagus grafik nya bagus banget nya simpan hapus dlu geme biar masuk geme nya
"Stuck lama di loading screen gara gara ""mengecek update""",1,negatif,stuck lama di loading screen gara gara  mengecek update ,stuck loading screen gara gara mengecek update,"['stuck', 'loading', 'screen', 'gara', 'gara', 'mengecek', 'update']",stuck loading screen gara gara ecek update
"Bagus sih gamenya,, karakter nya juga bagus² tapi saran ya, loadingnya jangan terlalu lama, sekitar 15-30 menit aja, soalnya di aku 2 jam🙏🙏",4,positif,bagus sih gamenya   karakter nya juga bagus  tapi saran ya  loadingnya jangan terlalu lama  sekitar       menit aja  soalnya di aku   jam  ,bagus sih gamenya karakter nya bagus saran ya loadingnya menit aja jam,"['bagus', 'sih', 'gamenya', 'karakter', 'nya', 'bagus', 'saran', 'ya', 'loadingnya', 'menit', 'aja', 'jam']",bagus sih gamenya karakter nya bagus saran ya loadingnya menit aja jam
"Game ter the best , luar biasa , tapi lain kali Bansos nya di banyakin ya , supaya para player nggak bosan",5,positif,game ter the best   luar biasa   tapi lain kali bansos nya di banyakin ya   supaya para player nggak bosan,game ter the best kali bansos nya banyakin ya player nggak bosan,"['game', 'ter', 'the', 'best', 'kali', 'bansos', 'nya', 'banyakin', 'ya', 'player', 'nggak', 'bosan']",game ter the best kali bansos nya banyakin ya player nggak bosan
"Seruu bangett😀😀❤❤ i love it!! Story, Grafik, Quest, Hero, Skin dan lain lain nya bener bener baguss banget!! Kalian harus download ini!!",5,positif,seruu bangett     i love it   story  grafik  quest  hero  skin dan lain lain nya bener bener baguss banget   kalian harus download ini  ,seruu bangett i love it story grafik quest hero skin nya bener bener baguss banget download,"['seruu', 'bangett', 'i', 'love', 'it', 'story', 'grafik', 'quest', 'hero', 'skin', 'nya', 'bener', 'bener', 'baguss', 'banget', 'download']",seruu bangett i love it story grafik quest hero skin nya bener bener baguss banget download
"Gacha malah dapat qiqi, maunya eula, keqing juga boleh, tapi yah emang susah mau hoki terus, lamanya ngisi resin jadi jenuh juga, tapi tetep main walau harus nunggu resin dulu.",5,positif,gacha malah dapat qiqi  maunya eula  keqing juga boleh  tapi yah emang susah mau hoki terus  lamanya ngisi resin jadi jenuh juga  tapi tetep main walau harus nunggu resin dulu ,gacha qiqi maunya eula keqing yah emang susah hoki ngisi resin jenuh tetep main nunggu resin,"['gacha', 'qiqi', 'maunya', 'eula', 'keqing', 'yah', 'emang', 'susah', 'hoki', 'ngisi', 'resin', 'jenuh', 'tetep', 'main', 'nunggu', 'resin']",gacha qiqi mau eula keqing yah emang susah hoki ngisi resin jenuh tetep main nunggu resin
Game ya bagus gak ngeleg seperti game honkai star Apa lagi pas donwlond dalaman game ya itu gak pernah keluar kalo di honkai star selalu keluar udah masuk ke gamenya malah keluar lagi :(,5,positif,game ya bagus gak ngeleg seperti game honkai star apa lagi pas donwlond dalaman game ya itu gak pernah keluar kalo di honkai star selalu keluar udah masuk ke gamenya malah keluar lagi   ,game ya bagus gak ngeleg game honkai star pas donwlond dalaman game ya gak kalo honkai star udah masuk gamenya,"['game', 'ya', 'bagus', 'gak', 'ngeleg', 'game', 'honkai', 'star', 'pas', 'donwlond', 'dalaman', 'game', 'ya', 'gak', 'kalo', 'honkai', 'star', 'udah', 'masuk', 'gamenya']",game ya bagus gak ngeleg game honkai star pas donwlond dalam game ya gak kalo honkai star udah masuk gamenya
"I like this game so much, yg bilang ngestuck di loading screen.. itu tandanya hp lo dah gk mampu mainin ini game, upgrade hp lo jgn game yg disalahin",5,positif,i like this game so much  yg bilang ngestuck di loading screen   itu tandanya hp lo dah gk mampu mainin ini game  upgrade hp lo jgn game yg disalahin,i like this game so much yg bilang ngestuck loading screen tandanya hp lo dah gk mainin game upgrade hp lo jgn game yg disalahin,"['i', 'like', 'this', 'game', 'so', 'much', 'yg', 'bilang', 'ngestuck', 'loading', 'screen', 'tandanya', 'hp', 'lo', 'dah', 'gk', 'mainin', 'game', 'upgrade', 'hp', 'lo', 'jgn', 'game', 'yg', 'disalahin']",i like this game so much yg bilang ngestuck loading screen tanda hp lo dah gk mainin game upgrade hp lo jgn game yg disalahin
"Setelah update dengan ada nya perubahan upgrade artefak, bagi saya persentase untuk mendapatkan stat yg di butuhkan sangatlah turun drastis, tolongdong balik kin aja ke dulu.",2,negatif,setelah update dengan ada nya perubahan upgrade artefak  bagi saya persentase untuk mendapatkan stat yg di butuhkan sangatlah turun drastis  tolongdong balik kin aja ke dulu ,update nya perubahan upgrade artefak persentase stat yg butuhkan turun drastis tolongdong kin aja,"['update', 'nya', 'perubahan', 'upgrade', 'artefak', 'persentase', 'stat', 'yg', 'butuhkan', 'turun', 'drastis', 'tolongdong', 'kin', 'aja']",update nya ubah upgrade artefak persentase stat yg butuh turun drastis tolongdong kin aja
Gamenya sangat seru dan menyenangkan tapi waktu pemenuhan resinnya sangat sangat lama jadi untuk mencari komponen entah itu buat ascend Character atau ascend senjata jadi ga terlalu banyak. Tolong di update update yg akn datang di percepat sedikit pun tdk apa apa supaya org org tdk cepat merasa bosan memainkannya. Terimakasih,5,positif,gamenya sangat seru dan menyenangkan tapi waktu pemenuhan resinnya sangat sangat lama jadi untuk mencari komponen entah itu buat ascend character atau ascend senjata jadi ga terlalu banyak  tolong di update update yg akn datang di percepat sedikit pun tdk apa apa supaya org org tdk cepat merasa bosan memainkannya  terimakasih,gamenya seru menyenangkan pemenuhan resinnya mencari komponen ascend character ascend senjata ga tolong update update yg akn percepat tdk org org tdk cepat bosan memainkannya terimakasih,"['gamenya', 'seru', 'menyenangkan', 'pemenuhan', 'resinnya', 'mencari', 'komponen', 'ascend', 'character', 'ascend', 'senjata', 'ga', 'tolong', 'update', 'update', 'yg', 'akn', 'percepat', 'tdk', 'org', 'org', 'tdk', 'cepat', 'bosan', 'memainkannya', 'terimakasih']",gamenya seru senang penuh resin cari komponen ascend character ascend senjata ga tolong update update yg akn cepat tdk org org tdk cepat bosan main terimakasih
"Suka dengan gamenya, kalo bisa kasih char B5 untuk pemula. Jujur buat pemula untuk mendapatkan char B5 sangatlah susah",4,positif,suka dengan gamenya  kalo bisa kasih char b  untuk pemula  jujur buat pemula untuk mendapatkan char b  sangatlah susah,suka gamenya kalo kasih char b pemula jujur pemula char b susah,"['suka', 'gamenya', 'kalo', 'kasih', 'char', 'b', 'pemula', 'jujur', 'pemula', 'char', 'b', 'susah']",suka gamenya kalo kasih char b mula jujur mula char b susah
"maaf untuk bintang 4, keluhan saya masalah quest yang bgitu panjang dan hadiah yang terlalu sedikit, kalau quest nya panjang, minimal hadiah nya besar!!! Dan tolong adakan fitur skip saat berbincang waktu story, sampai ngantuk saya nunggu mereka berbicara ga jelas!!!! Tolong di adakan fitur skip dialog cerita nya!!!",4,positif,maaf untuk bintang    keluhan saya masalah quest yang bgitu panjang dan hadiah yang terlalu sedikit  kalau quest nya panjang  minimal hadiah nya besar    dan tolong adakan fitur skip saat berbincang waktu story  sampai ngantuk saya nunggu mereka berbicara ga jelas     tolong di adakan fitur skip dialog cerita nya   ,maaf bintang keluhan quest bgitu hadiah quest nya minimal hadiah nya tolong adakan fitur skip berbincang story ngantuk nunggu berbicara ga tolong adakan fitur skip dialog cerita nya,"['maaf', 'bintang', 'keluhan', 'quest', 'bgitu', 'hadiah', 'quest', 'nya', 'minimal', 'hadiah', 'nya', 'tolong', 'adakan', 'fitur', 'skip', 'berbincang', 'story', 'ngantuk', 'nunggu', 'berbicara', 'ga', 'tolong', 'adakan', 'fitur', 'skip', 'dialog', 'cerita', 'nya']",maaf bintang keluh quest bgitu hadiah quest nya minimal hadiah nya tolong adakan fitur skip bincang story ngantuk nunggu bicara ga tolong adakan fitur skip dialog cerita nya
gamenya bagus banget njir mantap map-nya gede pas lagi matahari tenggelam wah parah bagus bet,5,positif,gamenya bagus banget njir mantap map nya gede pas lagi matahari tenggelam wah parah bagus bet,gamenya bagus banget njir mantap map nya gede pas matahari tenggelam parah bagus bet,"['gamenya', 'bagus', 'banget', 'njir', 'mantap', 'map', 'nya', 'gede', 'pas', 'matahari', 'tenggelam', 'parah', 'bagus', 'bet']",gamenya bagus banget njir mantap map nya gede pas matahari tenggelam parah bagus bet
"Akun ku hilang ,di saat login pake Gmail ,padahal Gmail dan kata sandi dah bener,nih gimana sistem akunnya mihoyo tolong lah ,udah AR 55 dah top up jga,tapi malah hilang,kalo gak tindak lanjutin .bakal bangkrut mihoyo",1,negatif,akun ku hilang  di saat login pake gmail  padahal gmail dan kata sandi dah bener nih gimana sistem akunnya mihoyo tolong lah  udah ar    dah top up jga tapi malah hilang kalo gak tindak lanjutin  bakal bangkrut mihoyo,akun ku hilang login pake gmail gmail sandi dah bener nih gimana sistem akunnya mihoyo tolong udah ar dah top up jga hilang kalo gak tindak lanjutin bangkrut mihoyo,"['akun', 'ku', 'hilang', 'login', 'pake', 'gmail', 'gmail', 'sandi', 'dah', 'bener', 'nih', 'gimana', 'sistem', 'akunnya', 'mihoyo', 'tolong', 'udah', 'ar', 'dah', 'top', 'up', 'jga', 'hilang', 'kalo', 'gak', 'tindak', 'lanjutin', 'bangkrut', 'mihoyo']",akun ku hilang login pake gmail gmail sandi dah bener nih gimana sistem akun mihoyo tolong udah ar dah top up jga hilang kalo gak tindak lanjutin bangkrut mihoyo
"Bagus sih game playnya tp gw mohon pengoptimalan jaringannya ,,sumpah ngeselin banget pas lagi ngequest malah ke stuck gara gara jaringan",2,negatif,bagus sih game playnya tp gw mohon pengoptimalan jaringannya   sumpah ngeselin banget pas lagi ngequest malah ke stuck gara gara jaringan,bagus sih game playnya tp gw mohon pengoptimalan jaringannya sumpah ngeselin banget pas ngequest stuck gara gara jaringan,"['bagus', 'sih', 'game', 'playnya', 'tp', 'gw', 'mohon', 'pengoptimalan', 'jaringannya', 'sumpah', 'ngeselin', 'banget', 'pas', 'ngequest', 'stuck', 'gara', 'gara', 'jaringan']",bagus sih game playnya tp gw mohon optimal jaring sumpah ngeselin banget pas ngequest stuck gara gara jaring
"yang bener napa bikin quest nya, minimal kasih petunjuk langsung di game nya napa dasar dongo",1,negatif,yang bener napa bikin quest nya  minimal kasih petunjuk langsung di game nya napa dasar dongo,bener napa bikin quest nya minimal kasih petunjuk langsung game nya napa dasar dongo,"['bener', 'napa', 'bikin', 'quest', 'nya', 'minimal', 'kasih', 'petunjuk', 'langsung', 'game', 'nya', 'napa', 'dasar', 'dongo']",bener napa bikin quest nya minimal kasih tunjuk langsung game nya napa dasar dongo
Saya suka gamenya hanya satu yang ingin saya beritahu yaitu untuk mengurangi memori aplikasi genshin impact supaya kami bisa bermain tanpa risau akan penyimpanan kami yang mulai penuh,5,positif,saya suka gamenya hanya satu yang ingin saya beritahu yaitu untuk mengurangi memori aplikasi genshin impact supaya kami bisa bermain tanpa risau akan penyimpanan kami yang mulai penuh,suka gamenya beritahu mengurangi memori aplikasi genshin impact bermain risau penyimpanan penuh,"['suka', 'gamenya', 'beritahu', 'mengurangi', 'memori', 'aplikasi', 'genshin', 'impact', 'bermain', 'risau', 'penyimpanan', 'penuh']",suka gamenya beritahu kurang memori aplikasi genshin impact main risau simpan penuh
Game yang bagus story sama quest nya juga bagus walaupun makan banyak memori hp.,5,positif,game yang bagus story sama quest nya juga bagus walaupun makan banyak memori hp ,game bagus story quest nya bagus makan memori hp,"['game', 'bagus', 'story', 'quest', 'nya', 'bagus', 'makan', 'memori', 'hp']",game bagus story quest nya bagus makan memori hp
menurut gw gamenya bagus dan grapitnya juga bagus tapi mohon disarankan fix lag saat mau memuat data kerena ngeleg banget 🥲,5,positif,menurut gw gamenya bagus dan grapitnya juga bagus tapi mohon disarankan fix lag saat mau memuat data kerena ngeleg banget  ,gw gamenya bagus grapitnya bagus mohon disarankan fix lag memuat data kerena ngeleg banget,"['gw', 'gamenya', 'bagus', 'grapitnya', 'bagus', 'mohon', 'disarankan', 'fix', 'lag', 'memuat', 'data', 'kerena', 'ngeleg', 'banget']",gw gamenya bagus grapitnya bagus mohon saran fix lag muat data rena ngeleg banget
"Untuk di hp poco x5 saia knp yaa, setelah update versi malah makin ngeframe, terutama pas lawan coppelius, suaranya kyk dellay sama pecah pecah gtu. Sama sinyal nya juga kdg suka ilang ilangan, pdhl klo buka youtube lancar lancar aja",2,negatif,untuk di hp poco x  saia knp yaa  setelah update versi malah makin ngeframe  terutama pas lawan coppelius  suaranya kyk dellay sama pecah pecah gtu  sama sinyal nya juga kdg suka ilang ilangan  pdhl klo buka youtube lancar lancar aja,hp poco x saia knp yaa update versi ngeframe pas lawan coppelius suaranya kyk dellay pecah pecah gtu sinyal nya kdg suka ilang ilangan pdhl klo buka youtube lancar lancar aja,"['hp', 'poco', 'x', 'saia', 'knp', 'yaa', 'update', 'versi', 'ngeframe', 'pas', 'lawan', 'coppelius', 'suaranya', 'kyk', 'dellay', 'pecah', 'pecah', 'gtu', 'sinyal', 'nya', 'kdg', 'suka', 'ilang', 'ilangan', 'pdhl', 'klo', 'buka', 'youtube', 'lancar', 'lancar', 'aja']",hp poco x saia knp yaa update versi ngeframe pas lawan coppelius suara kyk dellay pecah pecah gtu sinyal nya kdg suka ilang ilangan pdhl klo buka youtube lancar lancar aja
