content,score,label
Keren game lancar di hp mid range keren cuman masalah fps sih kadang naik turun kalo optimal lancar banget,5,positif
Game nya bagus grafik nya wah tapi males nya update mulu mending di mb lasung di gb,4,positif
"Bagus bangett, nyesel gk download dari dulu, intinya makin bagus dan ditingkatkan lagi sistemnya. mungkin kayak resin bisa ditingkatin jadi 200 atau 250",5,positif
"Aku kasih bintang 4 karena pas antrean nya panjang sekali hampir 3 jam lebih pas udah EH ada lagi yg harus ditunggu 1-2 jam, tapi grafik gak main main keren, Charater juga lucu lucu sih",4,positif
Mohon maaf ini saya bermain genshin impact di dungeon chapter 17 saya tiba tiba Gk bisa gerak dan saya mencoba relog masih tetap aja tolong perbaiki bug yang ada di dungeon chapter 17,3,negatif
Game nya keren dan seru banget semoga updet kedepan bagus bagus deh dan semoga resin nya di perbanyak hehe,5,positif
"gamenya bagus, gb nya juga enak sedep sedep, grafik nya mantep, waifunya wah wah, Jempol buat GI lahh",5,positif
"Game nya bagus, tapi 1 yang kurang, plis lah pak kasih FITUR SKIP di quest story, ceritanya panjang dan membosankan, 45 menit hanya untuk menekan2 layar agar quest story cepat selesai dan yg paling mengerikan, hadiahnya cuman 30 primo🗿, KAMI BUTUH FITUR SKIP....",1,negatif
"Game nya bagus, grafiknya mulus terkadang bikin saya sange sedikit intinya mantap lah",5,positif
loadingnya lama banget buset padahal sinyalnya bagus,3,negatif
"Game nya seru, map nya juga luas, mantap lah pokoknya",5,positif
Semua nya bagus kecuali Farming Artefact nya 😑 Coba kayak game Honkai Starrail yang ada self-modeling Resin yang ngebuat kita sedikit lebih mudah mendapat main Stat yang di perlukan :) Berikan Lebih banyak bansos!!!,4,positif
"Terima kasih Genshin Impact-HOYOVERSE! Karena dataku keberatan akhirnya aku pensiun ya... tapi aku gak hapus Genshin Impact kok! Tetep ada walaupun gak main lagi karena keberatan ya dataku😭😭 Terima kasih Banyak Genshin Impact_HOYOVERSE💞👍Game mantap, seru, grafik perfect muaah😘, event seru bnget 👍 quest seru=unlocked boss🌟🤤 Xixixi Thank you so much (Tysm) HOYOVERSE! Next time yaa aku main lagi sekarang gak main dulu yaa babay×byebye HOYOVERSE CINTA💞😘👍This is version. 4.3 Mawar&Senapan",5,positif
"Grafik udh bagus, udh keren, hanya saja di bagian mengirim pesan, pastinya kita akan ketemu org yg berbeda negara, nah, tolong untuk teks nya bisa di salin ya, soalnya kalo ada yg gk paham gitu tinggal salin terus ke goggle, gitu, jadi tolong tambahkan vitur ""salin teks"" Di saat kirim pesan, setidaknya kalau pesannya sudah ditekan selama 10 detik akan muncul ""salin teks"" Nya, makasih😁🙏, beteee memoku ngga cukup lagii 😞😞😞",5,positif
"overall udah bags semua dari segi graphic, art, story, doll. Tapi tolong untuk tambahin fitur skip story Dan arsip story untuk melihat story kembali seperti game Hoyoverse yg lain contohnya Honkai Impact 3",5,positif
Seru.. tapi memorinya gede bgt.. kadang pengen pensiun tapi sayang.. blm ada gantinya,5,positif
"Tolong hilangkan sistem risky action!!!!!!. Saya sering login akun dengan berbagai device, dikarenakan saya tidak punya pc yang bagus atau pun hp yang bagus, oleh Karena itu saya sering pergi ke warnet dan login di pc tersebut.",1,negatif
"mohon utk fix log in nya min , akun ku genshin ga bisa masuk , setiap log in muser mulu , padahal koneksi gacor",4,positif
Saya beri rate 1 dulu karena masalah login yg sedang terjadi di banyak player saat ini dan akan saya ubah ketika bug login nya sudah diperbaiki,5,positif
"jaringan suka hilang,kenapa ga bisa login pke data Tri ya kalo pke telkom bisa,tolong dong dibenerin",1,negatif
"Stuck memeriksa update sama stuck verifikasi pas mau login,gatau bug gatau apa,jaringan di gonta ganti juga gak ngaruh,bikin males aja",1,negatif
Gak bisa login padahal siang tadi baru di mainin lancar ini mlah gak bisa login,3,negatif
Kenapa gak bisa login ini woii??? Perbaiki woii??? Sulit juga kalo lewat ketikan. Gak bisa kirim gambar buat jelasin detail nya. Bikin males mau main nya lagi.,1,negatif
"Secara keseluruhan, game ini bagus dan seru. Semua cerita di setiap region sungguh menarik, quests lumayan menantang. Hanya saja saya sering punya masalah dalam Log in itu sering mancet ya walau koneksi saya lancar-lancar saja.jadi, tolong untuk diperbaiki server ping ini, terimakasih 🙏",4,positif
"Maaf kasih b3 dulu, ini kenapa yaa akun saya tidak bisa login, padahal saya termasuk player yg aktif terus, dan akunnya juga ori yg saya buat dari kecil, katanya eror pas login",3,negatif
"Game nya sudah menarik hanya saja saat permohonan (gacha) hasilnya selalu saja tidak dapat memenuhi keinginan player, Tolong dipertimbangkan kembali🙏",3,negatif
Gamenya mantep keren grafisnyapun kuga smooth sama petualangannya bagus dahsi itu doang mantep,5,positif
"gameplay, story, music, open worldnya, desain chara dan segala aspek yg ada di game ini saya suka banget, walau memorinya gede tpi konten konten yg tersaji bagus, saya terima, makasih hoyoverse sdh membuat game ini.",5,positif
"Suka sama alur ceritanya, pengen ngasih bintang 5 tapi kadang2 suka gk bisa manjat padahal wifi ku kenceng dan memori ku masih banyak banget ruangnya. Bug yg kali ini sedikit menggangu bagi aku. OverAll ini bener2 seru mulai dri karakter dan voice overnya gk ada yg mengecewakan dan grafiknya yang HD (My opinion) Dan gaya animenya memuaskan sih keep up the good things!",4,positif
"Oiii hoyo kenapa material navia GK ngereset, gua naikin navia cuma bisa Ampe level 70/70 dong, padahal udh mau masuk 2 hari, bug apa lg nihhhhh",1,negatif
"Gaakan di perbaiki gtu bug stuck di awal2 menguduh terus tapi ga mengunduh apa2, sampe relog 10x ga masuk masuk-_-",1,negatif
"Orkors, genshin impact adalah permainan game open world yang sangat bagus dan menyenangkan, apalagi ceritanya, dayummm...dan semua game hoyoverse yang open world juga tentu sangat seru untuk dimainkan!! Untuk semua game hoyoverse dan untuk genshin impact, kalian yang terbaik ^^",5,positif
Game ini sangat bagus dan grafiknya sangat memanjakan mata karena visualnya sangat bagus banyak karakter yang keren dan setiap karakter mempunyai kemampian yang berbeda satu sama lain.,5,positif
"Loading nya lama sih ,tapi bagus kok dari segi grafik character dan suara , ceritanya juga menarik ,saya suka game ini <3",5,positif
"Bagus dari segi grafik nya.. Saran buat player yg mau donlaud: Kalau mau donlaud game ini mending liat memori sm Ram dulu deh, GEDE BUANGET masalahnya, di PC aja bisa 80GB, di Android bisa 40GB (Buat player lama/Quest kelar), Kekurangannya, kalau udh tamat semua quest, jadi agak bosen, apa lagi kalau eventnya banyak yg solo/story gitu, kayak enaknya Story sama Bisa CO-OP Jg Eventnya, biar bisa mabar lagi sama temen.. Jadi kalau main di world tuh gak cuman war doang hehe. udh segini aja🙏🏻🗿",5,positif
"Jaringan eror sehingga saya tidak bisa login game padahal internet saya lancar, sangat merugikan saya karna tidak bisa melakukan daily",1,negatif
Setelah menyelesaikan banyak quest archon yang melelahkan disitu saya sadar game ini ada kualitas dalam segi story walaupun saya main dalam keadaan lag :),4,positif
"Permisi wahai mimin developer.....izin demo min.. Untuk gamenya sudah bagus malah lebih bagus dari sempurna. Cuman ada bug yang barusan di tea pot(tea pot alam fontaine) . Tepatnya di kamar dalam Lt. 2 sisi selatan, itu lantainya ko tembus minn... : atap yang dibagian bawah kamar (kamar dalam Lt. 2 sisi selatan) jadi lantai buat kamar dalam Lt. 2 sisi selatan itu tadi. Jadinya mau ganti ke lantai warna apapun tetep ngikut warna atap bawah kamar. Mohon minn perbaiki ga bisa ngehias saya🥲🥲🥲🥲.",5,positif
Game oke bagus.tapi mengumpulkan material untuk upgrade artefak sulit.mohon di banyakin min,5,positif
"Update yang keren, beberapa fitur tambahan salah satunya rekomendasi artefak di setiap karakter, membuat para pemula ga terlalu bingung kalau mau upgrade artefak, dan untuk mulai tantangan mendapatkan artefak ga perlu lari ngabisin energi lagi, gokil dah pokoknya😆😆👍🏻",5,positif
"Seru banget, musicnya bagus, visualnya cinta banget, desain karakter menarik, pemandangan cantik, fitur fitur seru, eventnya asik, gameplaynya selera banget",5,positif
"Perbaiki bug yang ada di lingju pass yang dimana ada 3 abyss mage, dari udah dari 1 tahun yang lalu sampai sekarang masih aja ngebug balum di fix. Perbaiki server juga abis update sering keluar server, jadi gak karuan mainnya, dikit dikit ""koneksi gagal, jaringan error, error code 4201"" Padahal jelas jelas jaringan full, kuota masih 100 GB lebih, udh coba test ke app lain hasilnya lancar, dikit dikit ""menghubungkan kembali ke server""",4,positif
"Keren dan bagus banget gamenya walau agak lag, tapi grafik dan lainnya masi bagus dan nyaman untuk dimainkan :>",5,positif
sangat keren mantap hebat bagus indah CAKEP hd banget game santai dan tidak berat (fakta),5,positif
Mantap game gacha tp free player bisa survev.. Terimakasih.. Grafik story ajib bgt,5,positif
Bagus'😋 biar hp nggak mampu sering leg di tengah jalan si tapi bagus juga 😅,5,positif
Buat kalian para pecinta game petualangan open world gw recomend main game ini soalnya gamenya bagus dari segi grafik yang adem dan juga story yang luar biasa bagus.,5,positif
"Download game gini doang langsung abis 31GB+, udah gitu lama bgt pula sampe 11jam Downloadnya, dan sering update tapi setiap update datanya harus didownload lagi dan berjam-jam lagi nunggu, udah kadang lag pula dibilang jaringannya g bagus, padahal nonton video 4k lancar"" aj, download video yg sampe 10GB juga cuma butuh 40metintan, lah ini....😮‍💨",1,negatif
"sudah download full data update 4.3 namun saya out game saat setelah verifikasi data(masih di tampilan awal) karena baterai saya low. saat saya kembali masuk, PENGUNDUHAN DATA UPDATE DIULANG. SAYA PUNYA BUKTI BERUPA SCREENSHOT BAHWA SAYA SUDAH SELESAI PENGUNDUHAN DATA UPDATE, DAN SEKARANG SAYA TIDAK BISA UPDATE. 4GB SAYA MELAYANG BEGITU SAJA.",1,negatif
"Aku sebenarnya sudah tau genshin dari lama banget, tapi awal mei tahun ini baru bisa main karena waktu itu ganti hp, setelah itu udah tuh kecanduan! suka banget, memang masih ada beberapa fitur yang perlu di tingkatkan dan di perbaiki. Semoga kedepannya bisa jadi game yang lebih bagus lagi ya Mihoyo!",5,positif
"Game petualangan terbaik yang aku tahu. Cerita bagus, karakter bagus, soundtrack-nya jg bagus, cuma minus memorinya gede bgt aja 😁",5,positif
"Game bagus,grafik mantep,minus klo UPDATE nambahin beban MEMO bangettt",4,positif
"Selama main sampe AR 50 gak pernah bosen, karna meski quest story udah habis developer selalu update misi sehingga betah buat main, dan hadiah primonya pun gak pelit menurut saya, game open word paling the best sih",5,positif
"Game impian yang dulu cuma bisa gw bayangin waktu kecil, game open world yang dunianya luas, karakter dengan elemen dan budaya yang berbeda-beda, dunia dengan monster yang bervariasi, sekarang terwujud. Dream game for me",5,positif
"saya kira fungsi tombol di setting itu bisa diubah ubah, kecewa saya padal udah beli stik sama adaptor nya. dahlah (Android)",1,negatif
"Bagus sih tapi pengunduhan data setelah install aplikasi ini, lama banget masa pake WiFi selama 3 jam gak selesai juga, terus kapan mainnya cape nunggunya, tolong dong di persingkat untuk unduh datanya",4,positif
dari segi cerita nyaa seru banget di tambah character yang cakep cakep terus animasi nyaa juga mantap ❤❤❤❤,5,positif
"overall that's great. But think again - Kita seperti dikamar sendirian. Konsep open world biasanya ketika masuk game kita disuguhin beberapa pemain lainnya. Saran : mungkin bisa dikasih teammatch, perguild / perclan untuk explorasi / challange domain or boss dan tidak harus berganti ganti dunia terhadap pemain lain. - Data terlalu besar. Mengharuskan smartphone anda di atas rata-rata. Maupun ram 6 gb sekalipun tetap lag parah. - Jaringan. Ping semakin buruk. AR 50 / WR 6 2021. Thanks.",3,negatif
"Game openword paling asik dan seru menurut saya, dari segi grafis, segi cerita, dari segi karakter2 nya, semua nya bagus. Sangat suka sekali tetapi hanya satu yang saya tidak suka, system gacha nya itu sangat sulit, saya selalu mendapatkan karakter dari gacha pasti hardpity. Tolong untuk pihak hoyovers genshin impact berikan saya keberuntungan saat gacha. Makasih",5,positif
Terlalu lama loadingan nya tapi kalo dari grafik bagus,4,positif
"Update 4.3 bagi gua yang paling buruk udah sebelum ganti versi game BP udah gak ada hampir 3 hari,praunduh 3,2 gb terus masih nambah 200mb di play store+400mb lagi di ingame.Yang jelas ajalah kalo mau update entah itu BP,Bener,event,versi game jadi satu ajalah biar jelas 😤",3,negatif
"Bagus bangeet genshin,enjoyable buat dimainin,dari segi grafik,alur cerita,desain karakter,map,sangat bagus,moga kedepannya makin baguus,top deh",5,positif
"Terbaik. Ambient, lore, Character dengan grafik yang baik. Memanjakan mata",5,positif
"Geme nya bagus grafik nya dan juga alur cerita nya juga keren keren semua tapi saya minta tolong untuk download data nya kurangin kasian yang hp nya kentang goreng nanti meledak apalagi sekali update bisa 1-2 GB,sampai sini kelurahan saya cuma di data geme karena temen saya mau download tapi gak bisa gara gara data nya untuk saya sendiri sih masih bagus bagus aja geme play ny",5,positif
"Gamenya menarik, dan santai. Game adventure yang bagus sekali, karakter yang ada di game ini juga bagus banget, menarik",5,positif
"Bagus loh game nya luas aku player baru suka banget sama map nya apalagi yang bisa berenang itu namanya Fontaine, Good game Omg😍",5,positif
"Sampaii sekarangg main seruu walau jarang menang rate off tapi berharap kedepannya bisa menang rate off, suka sedih tapi harus tetep semangat! <3",5,positif
"game nya asik, character dn cerita nya menarik, untuk kalian yng pengen game berpetualang smbil melihat pemandangan yang memanjakan mata gw mungkin rekomendasi game ini 👀",5,positif
"Untuk genshin, saya mau ngasih saran fitur apa yang harus di tambah di game genshin impact ini, 1: fitur pity yang harus di tambahin,kerena kalau di tambahin fitur pity biar bisa tau, udah berapa kali gacha kita,2 penambahan resin, kerena kami player genshin impact sendiri kesulitan ketika kehabisan resin, ya jadi 200 resin biar pas jadi 5 condensed resin, semoga developer genshin impact mengerti ya, makasih",5,positif
"Game rpg terbaik dari grafik yang memanjakan mata, story bagus, karakter yang gada obat, alur cerita utama yang menarik, pokoknya best lah,,,,,cuma saran gw klo maen sama orang random jangan pernah bawa perasaan wkwk..",5,positif
Oke lah game ini memang grafiknya bagus.. point ⭐⭐ Minus Game: ✓Game online rasa Ofline..🤣 jadi TopUp tuh Gak Penting. ✓Drop Domain untuk peningkatan talent dan Senjata hanya berdasarkan Keberuntungan.. jadi gak ada standart penilaian seperti masuk Spiral Abssy. berdasarkan pengalaman yg paling sering terjadi: selesai dibawah 90 detik cuma dapet drop Brown 3 + 2 Silver. giliran sengaja selesai di atas 180 detik malah dapet drop Gold..🤣🤣🤣 GOKIL..🤣,2,negatif
Unduhnyap lama dan saat ada update terbaru lamanya minta ampun!!🤬🤬😡jadi saya sarankan untuk tidak lama unduhnya yaa berapa jam saya nunggu?! 3 hari 3 🌃 malam 😡🤬,1,negatif
"setelah saya update 4.3 , kenapa saya mendownload 2x lipat file preinstal??? saya akan mengganti bintang ketika sudah tidak error",1,negatif
Game terbaik.... Ver mobile. Dari pre registrasi sampai tahun ini sudah 3tahun lebih menemani perjalanan tabibito. Alur cerita dan Voice karakter begitu menghayati.... Terbayar dari mahalnya tarif promosi hingga seiyuu nya menghasilkan daya tarik dari game lainnya,5,positif
Segi grafik bagus banget terus ad banyak pengalaman dari situ gitu aja bagi aku mah jadi aku kasih bintang 5 😁,5,positif
"Gamenya asik terus bisa keliling teyvat juga, banyak karakter yang unik juga",5,positif
"Gamenya Bagus Banget, grafiknya tuhh keren banget, characternya jg bagus² semua.",5,positif
"Grafiknya bagus, game nya menarik, semua nya sempurna deh. Tapi questnya lumayan susah",5,positif
"Bagus sih, tapi tolong abis di update mau masuk jangan terlalu lama menunggu",4,positif
"Game nya bagus, grafik nya bagus, alur ceritanya menarik, yang bikin jelek fandom nya aja sih. Kalau mau menikmati game mending gak usah ikut fandomnya kalau mau cari info YouTube aja",4,positif
"Game nya bagus banget dan keren banget, ga sabar deh nunggu update selanjutnya😁😁",5,positif
"Game yg sangat bagus, plot cerita dan scene yg menarik. Mungkin jika berkenan jangan terlalu pelit kasih bansos",5,positif
"Gamenya bagus banget,grafik keren, desain karakternya unik,dan story questnya yang menarik.Tapi, mohon tambahkan fitur-fitur ini -Resin 200-300 -Menambahkan hadiah dari daily quest -Persulitkan Weekly boss(bagi AR tinggi,weekly boss sangatlah mudah untuk dikalahkan dan gerakannya yang sangat mudah untuk dihindari) Sekian dan terima kasih.",5,positif
"terlalu mengandalkan hoki dalam sistem gacha, susah untuk player yang baru memainkan game ini dan cepat bosan.",4,positif
Game nya bagus tapi tolong meminimalisir penggunaan data penyimpanan.,4,positif
Semakin banyak konten menarik dan fitur-fitur baru buat dicoba. Variasi karakter juga bertambah meski kebanyakan Karakter bintang 4 yang utilitasnya agak sedikit kurang dan harus ekstra invest buat dapetin potensi terbaiknya.,5,positif
"Semuanya udah bagus sih, tapi kurangnya tolong tambahin fitur on/off in contelasi biar enak",5,positif
"aku suka game nya , grafiknya bgus cuman internet suka merah padahal wifi ku lancar lancar aja buat main game lain.",5,positif
bagus dan grafiknya sangat detail. Tapi kalo update diharapkan jangan terlalu besar penyimpanan yang dibutuhkan karena mungkin beberapa orang menggunakan device yang rendah atau menengah seperti saya 🙏🏻,5,positif
"game ny bagus, cmn memerlukan penyimpanan yang besar aja. sy sdh mainkan game ini sejak rilis (2022 seimgat sy) minusnya susah cari Primogem, dan top up mulu",4,positif
Kalo bisa tiap seminggu sekali bikin event terus yg menarik dan ada suaranya... Jangan lupa HArus ada primogemnya ...,5,positif
"overall bagus,tp klo lama bisa burnout juga. saran, kasih bansos jangan pelit pelit wkwkw",4,positif
Ada eror di saat memeriksa update saat awal masuk mohon di perbaliki,5,positif
Kenapa di android tidk bisa masuk cmn bisa masuknya dengan 7 GB atau yg lain jdinya saya gk bisa main di ubah dong hoyoverse,1,negatif
Min kenapa gk bisa menyelam di air biasa tapi di fontine bisa. Tolong buatin fitur menyelam di map biasa ya min:),4,positif
Cognosphere siapanya Mihoyo? Setelah update 2.4 banyak gangguan entah ngelag atau apa. Musuh di hit berkali-kali tapi hp nya gak berkurang. Padahal sinyal gak ada masalah. Mohon diperbaiki terima kasih.,5,positif
"Gamenya sudah bagus, alurnya menarik dan tidak ngebosenin, tapi tolong, kenapa tombol ganti karakternya cuma 3 biji doang? tolong buat 4 biji seperti di PC, karena saya sering salah ganti karakter, apalagi karakternya naik turun mulu jadinya ga bisa cepat cepat, itu saja saran dari saya tolong diperbaiki karena game ini fokusnya ke elemental reaction.",1,negatif
"Sukaa bgt sm game inii, grafik, gameplay, character, story, lore pokoknya mantap bgt deh walau pun hp sy 4/64 Masi maksa main soalny bagus bgt",5,positif
"Bagus game nya banyak karakter nya map nya pun besar, yang loading nya stuck pake genshin cloud saja",5,positif
"Gamenya bagus bangett..., grafiknya juga bagus, dan story-story nya juga bagus, pokoknya kalian harus cobain deh.. ☺ Walaupun 40GB unduh nya🗿",5,positif
"saya menyukai game spt ini, karena selain dari desain karakternya yang unik dan menarik, skill skillnya juga sangat seru untuk di mainkan",5,positif
Tolonglah berikan kemudahan di domain abiss ruang 11 12... Untuk karakter 0 sulit mendapatkan nilai dari kekuatan karakter... Lv90 lawan lv100... Di atur waktu tapi damage nggk cukup... Kalaupun dapat artifact bagus sih tidak masalah.... Banyak tittle tittle artifact tapi nggk ada jaminan untuk upgrade dapat artifact bagus... Sudah main 2 tahun... Tetapi hanya satu dua karakter doang yang bagus... Awal main keliatan seru banget ni game... Tapi lama kelamaan jadi nggk ada sensasi seru lagi...,4,positif
"Gamenya bagus banget dari segi gameplay juga enak, desain karakternya juga memuaskan, apalagi storynya juga cakep banget. Tapi kalo bisa updatenya jangan lama bisa bikin boring atau bisa ditambahin lagi konten end gamenya jadi nggak cuma spiral aja busa yang lainnya juga. Aku kasih B5 karena sukaaa banget sama gamenya",5,positif
"game nya dari segi grafik, karakter, alur cerita, semua nya udah bagus. cuma memang ada di satu saat tiba tiba bosen main nya, padahal masih ada quest yang harus di kerjain. tapi over all ini patut di kasih bintang 5! minus nya game ini cuma di download data nya aja yang lama & ngabisin memori hp yang lumayan. tapi ga heran si wkwk",5,positif
"Olaa ini game bagus banget, suka banget sama Chara charanya yang desainnya menarik terutama scaramouche 😻👉🏻👈🏻",5,positif
"Tolong untuk upgrade jangan terlalu besar memakan data, karena pasti akan ada yang sependapat dan bahkan berpaling dari game ini contoh game tetangga upgrade sedikit memakan data tapi tampilan 3D lebih baik menghindari dari sisi itu terimakasih...",5,positif
Gamenya bagus cuman Nguras Penyimpanan Baru main aja disuruh download 28gb Ini lagi update disuruh 3gb mati aku kalo kek gini,4,positif
"Tidak perlu di tanyakan lagi, sudah jelas game ini udah the best! dari alur cerita, map, musik, grafik dan sistem coop semua sudah good. Thanks hoyoverse, kalo ada rating bintang 6 udah aku kasih 🥰🥰",5,positif
game seru tapi saya mohon kepada hoyovers tambahkan fitur bermain dengan kontroler untuk versi mobile karena saya kesusahan memainkan genshin impact menggunakan tangan sekian terima kasih,5,positif
"Game tolol, udh tau game mobile ada charge nya, malah susah di klik, bukannya hit malah bengong, kontrol susah dikendaliin buat arah",3,negatif
"Overall smua udah bagus, tapi bisa ga size nya di ubah jadi 100mb?",5,positif
"Semuanya udah perfect apalagi musik² nya, tapi kenapa masih ada yang komplain ya",5,positif
Menurutku gamenya bagus dari segi cerita garafik karakter udah bagus tapi kenapa hampir update setiap hari,4,positif
"Game terbaik selama saya memainan game di android, sukses selalu buat team hoyoverse. Tolong di tingkatkan lagi sekira nya yang perlu di tingkatkan terkadang ada keluhan dari player lain, tapi menurut saya ini sudah bagus nice game👍",5,positif
Kenapa sekarang loading memeriksa updatenya lama bahkan ngga muncul loadingnya apa cuma saya aja,4,positif
"Gameplay asik dan unik, ada penambahan mode meta dan sistem gacha yang bagus, punya banyak cerita dan event yang menarik",5,positif
"Sangat worth dengan download nya yang lama,, but,, animasinya keren, mapnya luas bangett, selalu ada misi baru di setiap tempat. Dah pokoknya gitu deh",5,positif
customer service nya lambat. sudah tunggu 3 hari tapi akun belum balik. nanti kalau sudah balik bakal saya edit penilaiannya. sementara 2 bintang dulu.,2,negatif
"menurut ku game ini pantas di beri bintang lima dari karakter nya,grafik, Event,dan alur cerita yang sangat menarik. teruntuk jaringan masih oke lah,akhir akhir ini jaringan nya sungguh baik dan ramah jadi tidak ada permasalahan untuk jaringan,tapi saya harap kan kedepan nya game ini tidak memakan memori yang banyak, karena di luar sana pasti masih ada orang yang memakai device terbilang kurang mendukung untuk bermain game semacam ini.",5,positif
"Min nya game ini pas mengunduhnya lama banget udah 3ribuan MB, tapi game nya seru banget",4,positif
"game nya cukup bagus ,santai biarpun kadang bosenin tapi okelah cuma jangan dibikin the javu di sepiralnya coba ganti konsepnya jangan gitugitu mulu",4,positif
"Kurangi dialog tidak penting di storynya, ubah dialog penjelasan yg panjang jadi sebuah cutscene kejadian!! Jadi para pemain bukan membaca dialog, tapi seperti menonton ""video"" Game!!!",5,positif
"Jangan Pilih kasih lah developernya, wajar pada kesel player orang digoreng terus sama game sebelah, 3 tahun gk ada perubahan reward, anime gak ada kabar, bilek amet",1,negatif
"Story asik, grafik sangat bagus, apalagi smooth banget pergerakan characternya Edit : karena gada B5 gratis",1,negatif
"Saya sangat tidak mengerti sistem gacha dari game ini, dalam game dikatakan setiap 90 kali permohonan akan dapat karakter bintang 5 yang ada di banner. Tapi saya sudah menggacha sebanyak 110 kali dan tidak dapat sama sekali, saya sangat kesal dan ingin menghapus game ini",2,negatif
"Sangat besar sekali ini penyimpanan game nya 30 GB yang mau game ini siap kan kuota besar dan penyimpanan nya. Masih ada kekurangan game yaitu 1. Jaringan masih tidak stabil,ini tempat saya kota jaringan bagus saja, 2. Berjalan nya masih ngelag 3. Warna alam,gunung,orang nya masih seperti buram warna nya,kalo bisa dibuat 3D/4D percuma saja GB besar kalo masih warna buram,ngelag berjalan nya. Cek saja game BLACK CLOVER M, warna alam bagus seperti 3D, cuma 2,5 GB penyimpanan nya.",1,negatif
"Kikir impact,Wee dep jadi orang jangan terlalu pelit,belum tentu games ini bertahan terus,lama lama kami para player muak dengan games ini,memang udah muak sih, lihat tu udah ada banyak yang pindah ke games sebelah,suatu hari nanti games ini akan disaingi,dan saat itu udah terlambat buat kasih reward besar besar ke player mu yang udah pensi",1,negatif
Baguslah yang bagus buat para penggemar di lake Toba dan Ok langsung saya mau pergi ya 🤣 ada yg lain ga bisa di mobil saya butuh lagi cari apa itu latihan dulu y Neo ini sekali ya 🤣,5,positif
"Game is the best deh, bisa Explorer kemana-mana ditambah banyak teka-tekinya yang gak bakal buat bosan ditambah lagi Charternya is good wkwkwkwk.👌GAME COOL.",5,positif
bagus sih tapi saat pertama masuk cukup lama 3 harian tapi cukup seru mantap,5,positif
"Sebagai pemain yang sudah log in lebih dari seribu hari, rada sakit hati sih soal genshin. Tapi mau gimana lagi game sapi perah mah memang gitu GTA 5 aja butuh 2 generasi konsol buat up ke GTA 6 apalagi buat sekelas mihotod. Setidaknya genshit impact cuma perlu dipikirkan 3 update versi setelah itu mah kasih event baru, reward sejempal dah selesai.",1,negatif
Aduh tolong dong mihoyo memorinya dikurangin lagi dong jadi gak bisa main nih,3,negatif
Payah ngga ada fitur PVP antar teman co-op. Bikinin fitur PVP nya dong hoyoverse biar enak mainya bisa ngukur kekuatan. Karena ngga ada vitur PVP jadi ku kasi bintang 3 ya 😊😊😊😊😊😊😊😊😊😊,3,negatif
"Aduh nambah lama nambah besar penyimpanannya, bagaimana nih nasib kedepannya? HP saya sudah penuh dengan penyimpanan",5,positif
Akhir2 ini loadingnya lama bener padahal sinyal lancar2 aja,2,negatif
"Game kikir, reward anniversary ampas, event patchnya juga rewardnya dikit, beda sama game barunya (honkaistrail)",1,negatif
"Saya suka dengan aransemen bgm nya di setiap region, terutama di wilayah sumeru. Dan saya suka dengan pengalaman bermainnya. Saran saya adalah untuk treasure compass nya, ketika digunakan maka akan menunjukkan lokasinya di peta.",5,positif
Tolong untuk di bagian login nya tolong di atasi yang penyimpanan penuh itu karena itu sangat menggangu gara gara itu tidak bisa login,2,negatif
"Setelah Update Banyak 2.4 ini kok banyak bug ya?,Tolong diperbaiki Bugnya!✌",5,positif
"Genshin impact terus maju,jangan lupa untuk menjadi humble,baik,suka memberi seperti honkai star rail, Saya tidak berharap hadiahnya wah seperti hsr yang ngasih B5, Tapi setidaknya ada sesuatu yang di berikan kepada player genshin sebagai bentuk apresiasi terutama saya sebagai sepuh yang udah main semenjak 1.0",5,positif
"dari segi cerita oke baik, tapi rumput, text demage dan es nya kagak ada padahal udah grafik tertinggi. aku gak tau itu bug atau hp aku yg salah .... tapi kalau itu bug di perbaiki dong ( > °•°)>❤️",4,positif
"ada masalah dengan memulai login di game ini, mungkin para pemain 4gb akan menangis dikarnakan tidak memainkannya🥲. peraturannya harus menghapus data penyimpanan agar tidak penuh namun aku sudah menghapus aplikasi kesayangan dan menghapus banyak foto namun itu tidak bekerja, ""dimohon perbaiki yaaa🙏🙏""",2,negatif
"semuanya bagus. grafik, gameplay nya juga bagus game terbaik yg pernah saya main kan",5,positif
Belakangan ini susah untuk login. Kualitas jaringan sudah bagus namun tetap sja tak dapat login,2,negatif
Gamenya seru banget tapi ngelek karena HP aku kentang ya lumayan kalo bisa ke optimalkan lagi ya,5,positif
"gamenya bagus banget wajib download. tapi saya agak kesel, padahal ram HP saya masih bisa muat dan oke oke aja. ram HP saya juga masih longgar kenapa malah diperingati ram anda tidak cukup mulu? saya udah ngebersihin semua. saya rela kehilangan satu akun cuma buat ngosongin ruang. tapi belum bisa juga.*nangis* tapi gamenya bagus kok, bagus banget (crushku suka soalnya)",2,negatif
"Hanya karena game inilah saya benar-benar benar bisa merasakan apa yang sebelum nya saya tidak pernah rasakan. Saya benar-benar terbawa oleh imajinasi dan fantasi ke dalam game ini, terlebih lagi dengan karakter favorit saya/karakter yang saya cintai dengan perasaan yang sangat tulus yaitu, Navia. Saya hanya berharap, semoga ending dari game ini benar-benar memuaskan dan melebihi imajinasi saya sebagai seorang pemain^^",5,positif
